C,gamma,fitness
16384.0,2.0,0.47564871719832214
16384.0,4.0,0.47564871719832214
16384.0,8.0,0.47564871719832214
32768.0,3.0517578125e-05,0.7225197541703249
32768.0,6.103515625e-05,0.7165475145281993
32768.0,0.0001220703125,0.7193460219908859
32768.0,0.000244140625,0.728679083573728
32768.0,0.00048828125,0.7327866967682596
32768.0,0.0009765625,0.7359581643602715
32768.0,0.001953125,0.7430487617932744
32768.0,0.00390625,0.7534986133756986
32768.0,0.0078125,0.7611489123012389
32768.0,0.015625,0.7652553061025404
32768.0,0.03125,0.7682407291274719
32768.0,0.0625,0.7714123709185167
32768.0,0.125,0.7385666206781221
32768.0,0.25,0.5431980503644244
32768.0,0.5,0.47564871719832214
32768.0,1.0,0.47564871719832214
32768.0,2.0,0.47564871719832214
32768.0,4.0,0.47564871719832214
32768.0,8.0,0.47564871719832214
