C,gamma,fitness
8.0,2.0,0.30606748139363005
8.0,4.0,0.30606748139363005
8.0,8.0,0.30606748139363005
16.0,3.0517578125e-05,0.3087262708930321
16.0,6.103515625e-05,0.47118056834449346
16.0,0.0001220703125,0.5591723081229605
16.0,0.000244140625,0.6012842139898293
16.0,0.00048828125,0.6520384134677952
16.0,0.0009765625,0.697696026794155
16.0,0.001953125,0.735816801840625
16.0,0.00390625,0.7732718973218121
16.0,0.0078125,0.8071803031530769
16.0,0.015625,0.8284550390052375
16.0,0.03125,0.8415287302978738
16.0,0.0625,0.8428618082616948
16.0,0.125,0.7750472065276376
16.0,0.25,0.5735820239507137
16.0,0.5,0.3138250669731101
16.0,1.0,0.30606748139363005
16.0,2.0,0.30606748139363005
16.0,4.0,0.30606748139363005
16.0,8.0,0.30606748139363005
32.0,3.0517578125e-05,0.4714022978345157
32.0,6.103515625e-05,0.5591723081229605
32.0,0.0001220703125,0.6015056979322436
32.0,0.000244140625,0.6518171750729891
32.0,0.00048828125,0.6943722943722943
32.0,0.0009765625,0.7271745082295281
32.0,0.001953125,0.7588651280653549
32.0,0.00390625,0.7878981861398197
32.0,0.0078125,0.8127210849275512
32.0,0.015625,0.8238001930004198
32.0,0.03125,0.8410860079606535
32.0,0.0625,0.8428618082616948
32.0,0.125,0.7750472065276376
32.0,0.25,0.5735820239507137
32.0,0.5,0.3138250669731101
32.0,1.0,0.30606748139363005
32.0,2.0,0.30606748139363005
32.0,4.0,0.30606748139363005
32.0,8.0,0.30606748139363005
64.0,3.0517578125e-05,0.5589505786329383
64.0,6.103515625e-05,0.6015059434798515
64.0,0.0001220703125,0.65048753477568
64.0,0.000244140625,0.6910473342123937
64.0,0.00048828125,0.7220764487922741
64.0,0.0009765625,0.7497749556172699
64.0,0.001953125,0.7697232432910256
64.0,0.00390625,0.7952096117155675
64.0,0.0078125,0.8062946129310282
64.0,0.015625,0.8222488232130887
64.0,0.03125,0.8410860079606535
64.0,0.0625,0.8428618082616948
64.0,0.125,0.7750472065276376
64.0,0.25,0.5735820239507137
64.0,0.5,0.3138250669731101
64.0,1.0,0.30606748139363005
64.0,2.0,0.30606748139363005
64.0,4.0,0.30606748139363005
64.0,8.0,0.30606748139363005
128.0,3.0517578125e-05,0.6017276729698737
128.0,6.103515625e-05,0.6498230829484374
128.0,0.0001220703125,0.6903823912899353
128.0,0.000244140625,0.7176438233726946
128.0,0.00048828125,0.7426828040554643
128.0,0.0009765625,0.7562016731614009
128.0,0.001953125,0.7772566439044034
128.0,0.00390625,0.794546142078757
128.0,0.0078125,0.802304218753453
128.0,0.015625,0.8222490687606966
128.0,0.03125,0.8410860079606535
128.0,0.0625,0.8428618082616948
128.0,0.125,0.7750472065276376
128.0,0.25,0.5735820239507137
128.0,0.5,0.3138250669731101
128.0,1.0,0.30606748139363005
128.0,2.0,0.30606748139363005
128.0,4.0,0.30606748139363005
128.0,8.0,0.30606748139363005
256.0,3.0517578125e-05,0.6498228374008294
256.0,6.103515625e-05,0.6894954733298466
256.0,0.0001220703125,0.7163144286229935
256.0,0.000244140625,0.7380284491458626
256.0,0.00048828125,0.7497734823316219
256.0,0.0009765625,0.7650652051673039
256.0,0.001953125,0.7774793555848576
256.0,0.00390625,0.7885643568003182
256.0,0.0078125,0.800974332908536
256.0,0.015625,0.8222490687606966
256.0,0.03125,0.8410860079606535
256.0,0.0625,0.8428618082616948
256.0,0.125,0.7750472065276376
256.0,0.25,0.5735820239507137
256.0,0.5,0.3138250669731101
256.0,1.0,0.30606748139363005
256.0,2.0,0.30606748139363005
256.0,4.0,0.30606748139363005
256.0,8.0,0.30606748139363005
512.0,3.0517578125e-05,0.6892739893874325
512.0,6.103515625e-05,0.7158712151905572
512.0,0.0001220703125,0.7362551043209014
512.0,0.000244140625,0.7422376262421639
512.0,0.00048828125,0.7555372213341583
512.0,0.0009765625,0.7632938247232065
512.0,0.001953125,0.775707729593152
512.0,0.00390625,0.7845754359083911
512.0,0.0078125,0.8011958168509501
512.0,0.015625,0.8222490687606966
512.0,0.03125,0.8410860079606535
512.0,0.0625,0.8428618082616948
512.0,0.125,0.7750472065276376
512.0,0.25,0.5735820239507137
512.0,0.5,0.3138250669731101
512.0,1.0,0.30606748139363005
512.0,2.0,0.30606748139363005
512.0,4.0,0.30606748139363005
512.0,8.0,0.30606748139363005
1024.0,3.0517578125e-05,0.7152065178157068
1024.0,6.103515625e-05,0.7338168165734814
1024.0,0.0001220703125,0.7411294698872691
1024.0,0.000244140625,0.7504389163492965
1024.0,0.00048828125,0.7559792070285548
1024.0,0.0009765625,0.7672856921864296
1024.0,0.001953125,0.7672837278055656
1024.0,0.00390625,0.7845754359083911
1024.0,0.0078125,0.8011958168509501
1024.0,0.015625,0.8222490687606966
1024.0,0.03125,0.8410860079606535
1024.0,0.0625,0.8428618082616948
1024.0,0.125,0.7750472065276376
1024.0,0.25,0.5735820239507137
1024.0,0.5,0.3138250669731101
1024.0,1.0,0.30606748139363005
1024.0,2.0,0.30606748139363005
1024.0,4.0,0.30606748139363005
1024.0,8.0,0.30606748139363005
2048.0,3.0517578125e-05,0.7331521191986309
2048.0,6.103515625e-05,0.7395788367427618
2048.0,0.0001220703125,0.7464485221717212
2048.0,0.000244140625,0.744895679098742
2048.0,0.00048828125,0.7539873248324751
2048.0,0.0009765625,0.7648474044390097
2048.0,0.001953125,0.7688377986165849
2048.0,0.00390625,0.7845754359083911
2048.0,0.0078125,0.8011958168509501
2048.0,0.015625,0.8222490687606966
2048.0,0.03125,0.8410860079606535
2048.0,0.0625,0.8428618082616948
2048.0,0.125,0.7750472065276376
2048.0,0.25,0.5735820239507137
2048.0,0.5,0.3138250669731101
2048.0,1.0,0.30606748139363005
2048.0,2.0,0.30606748139363005
2048.0,4.0,0.30606748139363005
2048.0,8.0,0.30606748139363005
4096.0,3.0517578125e-05,0.738470925935475
4096.0,6.103515625e-05,0.743567266539473
4096.0,0.0001220703125,0.7400200857943343
4096.0,0.000244140625,0.7415744021529613
4096.0,0.00048828125,0.751107051390659
4096.0,0.0009765625,0.7579787012004822
4096.0,0.001953125,0.7688385352594087
4096.0,0.00390625,0.7845754359083911
4096.0,0.0078125,0.8011958168509501
4096.0,0.015625,0.8222490687606966
4096.0,0.03125,0.8410860079606535
4096.0,0.0625,0.8428618082616948
4096.0,0.125,0.7750472065276376
4096.0,0.25,0.5735820239507137
4096.0,0.5,0.3138250669731101
4096.0,1.0,0.30606748139363005
4096.0,2.0,0.30606748139363005
4096.0,4.0,0.30606748139363005
4096.0,8.0,0.30606748139363005
8192.0,3.0517578125e-05,0.7409082314924629
8192.0,6.103515625e-05,0.7371395668049099
8192.0,0.0001220703125,0.7371417767333819
8192.0,0.000244140625,0.7393593171812116
8192.0,0.00048828125,0.7453457678642023
8192.0,0.0009765625,0.755098673306274
8192.0,0.001953125,0.7688385352594087
8192.0,0.00390625,0.7845754359083911
8192.0,0.0078125,0.8011958168509501
8192.0,0.015625,0.8222490687606966
8192.0,0.03125,0.8410860079606535
8192.0,0.0625,0.8428618082616948
8192.0,0.125,0.7750472065276376
8192.0,0.25,0.5735820239507137
8192.0,0.5,0.3138250669731101
8192.0,1.0,0.30606748139363005
8192.0,2.0,0.30606748139363005
8192.0,4.0,0.30606748139363005
8192.0,8.0,0.30606748139363005
16384.0,3.0517578125e-05,0.7360309193547991
16384.0,6.103515625e-05,0.7311572904312552
16384.0,0.0001220703125,0.7333728664982211
16384.0,0.000244140625,0.733377531902773
16384.0,0.00048828125,0.7415783309146894
16384.0,0.0009765625,0.7553204027962962
16384.0,0.001953125,0.7688385352594087
16384.0,0.00390625,0.7845754359083911
16384.0,0.0078125,0.8011958168509501
16384.0,0.015625,0.8222490687606966
16384.0,0.03125,0.8410860079606535
16384.0,0.0625,0.8428618082616948
16384.0,0.125,0.7750472065276376
16384.0,0.25,0.5735820239507137
16384.0,0.5,0.3138250669731101
16384.0,1.0,0.30606748139363005
16384.0,2.0,0.30606748139363005
16384.0,4.0,0.30606748139363005
16384.0,8.0,0.30606748139363005
32768.0,3.0517578125e-05,0.7309358064888412
32768.0,6.103515625e-05,0.7276115829717644
32768.0,0.0001220703125,0.7298301056100261
32768.0,0.000244140625,0.7280577429754967
32768.0,0.00048828125,0.7404704201074025
32768.0,0.0009765625,0.7553204027962962
32768.0,0.001953125,0.7688385352594087
32768.0,0.00390625,0.7845754359083911
32768.0,0.0078125,0.8011958168509501
32768.0,0.015625,0.8222490687606966
32768.0,0.03125,0.8410860079606535
32768.0,0.0625,0.8428618082616948
32768.0,0.125,0.7750472065276376
32768.0,0.25,0.5735820239507137
32768.0,0.5,0.3138250669731101
32768.0,1.0,0.30606748139363005
32768.0,2.0,0.30606748139363005
32768.0,4.0,0.30606748139363005
32768.0,8.0,0.30606748139363005
